gender,annual_income_$,transmission,color,price_$,body_style,dealer_region,price_category,annual_income_category
0,13500,1,1,23001,1,6,0,1
1,731000,0,1,21001,4,3,0,0
1,606000,1,0,38000,0,6,2,2
1,1351000,1,1,22100,1,5,0,3
1,515000,1,2,21001,2,0,0,2
1,655000,1,2,12000,4,4,1,2
0,1450000,0,0,16000,4,0,1,3
1,1375000,1,0,34500,1,5,2,3
1,1350000,0,2,24001,2,6,0,3
1,1155000,0,0,18500,4,5,1,3
1,2000000,0,0,27000,3,0,0,3
1,1266000,0,2,19600,4,6,0,3
1,676000,1,1,33000,1,5,2,2
1,910000,0,1,19000,4,1,1,0
0,13500,0,2,21000,3,0,0,1
1,905000,1,0,44000,0,4,2,0
1,720000,1,0,25000,4,0,0,0
1,13500,0,1,20000,1,2,0,1
1,708000,1,2,21001,3,3,0,2
0,811000,0,0,26000,0,3,0,0
1,1250000,1,1,22000,0,2,0,3
1,1850000,1,1,14000,2,3,1,3
1,1510000,1,1,20000,3,6,0,3
1,850000,0,1,21000,4,6,0,0
1,1375000,1,0,18500,2,4,1,3
1,1230000,1,1,17001,3,2,1,3
1,1200000,0,1,26000,2,5,0,3
1,1460000,0,1,42001,0,6,2,3
0,13500,0,0,39001,4,1,2,1
1,13500,1,0,25000,3,6,0,1
1,1382500,0,1,20250,1,4,0,3
0,633000,0,1,18001,1,1,1,2
1,1250000,0,2,19001,1,3,1,3
1,432000,1,1,14000,4,2,1,2
1,400000,1,1,22000,3,4,0,2
1,13500,1,2,20000,2,6,0,1
0,490000,0,1,19000,2,6,1,2
1,615000,1,1,14000,0,4,1,2
1,1100000,1,1,12000,3,5,1,0
1,1750000,0,1,31001,4,1,2,3
1,2123500,1,1,11350,1,6,1,3
1,2150000,0,1,25001,0,5,0,3
1,420500,1,0,43500,1,5,2,2
0,1900000,0,2,12000,4,6,1,3
0,612000,0,1,25001,3,6,0,2
1,616000,0,0,28000,1,0,2,2
1,1395000,1,1,17501,0,1,1,3
1,1200000,0,1,22000,1,2,0,3
1,750000,0,1,20001,1,6,0,0
1,13500,0,0,21001,1,3,0,1
1,980000,1,1,17001,3,1,1,0
0,770000,1,1,28000,3,1,2,0
0,670000,0,1,19000,3,0,1,2
1,13500,1,1,22000,4,4,0,1
0,530000,1,1,14000,2,1,1,2
0,927500,1,0,22500,3,1,0,0
0,1860000,0,2,25000,3,2,0,3
1,1890000,1,1,54000,4,5,2,3
1,561000,1,1,14000,1,1,1,2
1,950000,1,2,17000,1,5,1,0
1,13500,0,2,31000,1,1,2,1
0,1200000,0,2,41000,3,3,2,3
1,1550000,0,2,19000,1,4,1,3
0,13500,1,2,37001,3,3,2,1
1,13500,0,0,27000,2,1,0,1
1,1256000,0,1,27600,0,2,2,3
1,1500000,0,1,42001,2,2,2,3
1,13500,1,0,25000,3,0,0,1
1,1330000,0,1,19000,4,3,1,3
1,725000,0,2,31000,1,4,2,0
0,13500,0,1,29000,4,0,2,1
0,700000,0,0,39000,4,4,2,2
1,925000,0,1,31000,4,3,2,0
1,900000,0,1,15001,3,3,1,0
1,1025000,0,0,27500,0,4,2,0
1,1515000,0,1,12500,2,4,1,3
1,1014000,1,1,29400,3,6,2,0
1,13500,0,2,39000,0,0,2,1
1,1550000,1,1,16000,1,1,1,3
1,1200000,0,0,19000,2,1,1,3
1,1845000,0,2,45500,0,3,2,3
1,13500,1,1,13000,3,4,1,1
0,1081000,1,2,25100,1,3,0,0
1,935000,0,1,22001,0,0,0,0
1,645000,1,0,18000,1,6,1,2
1,1350000,1,1,20001,3,6,0,3
1,1451000,0,2,35100,0,2,2,3
1,390000,1,1,20000,3,0,0,2
0,13500,0,0,22001,2,0,0,1
1,13500,1,2,24000,4,1,0,1
0,13500,0,2,22000,3,1,0,1
1,505000,0,0,27000,0,0,0,2
0,985000,0,0,16000,0,0,1,0
1,13500,0,1,12000,2,6,1,1
1,850000,1,1,17000,3,2,1,0
1,905000,1,2,19000,4,2,1,0
1,360000,0,1,17000,3,1,1,1
1,290000,1,2,12001,2,5,1,1
1,501000,1,2,43000,1,4,2,2
1,570500,1,2,34500,3,6,2,2
1,13500,0,0,27000,3,0,0,1
1,508000,1,1,14000,1,6,1,2
1,1157000,1,1,21701,4,0,0,3
1,1350000,0,0,31000,4,2,2,3
1,540000,1,2,24000,4,3,0,2
1,1020000,1,1,14000,3,3,1,0
1,462500,1,1,24500,3,2,0,2
1,615000,0,2,19001,1,2,1,2
1,1490000,1,2,22000,1,6,0,3
1,13500,0,1,19000,4,2,1,1
1,1900000,0,2,28000,1,0,2,3
1,515000,1,1,20000,3,5,0,2
1,1230000,1,1,24000,3,5,0,3
1,13500,1,2,49000,3,2,2,1
0,482000,0,0,24001,3,0,0,2
1,1245000,0,2,19500,2,2,0,3
1,810000,0,1,38001,4,5,2,0
1,985000,0,2,24000,1,1,0,0
1,411000,0,2,22001,3,6,0,2
1,170000,1,0,17000,1,0,1,1
1,13500,0,1,21000,4,3,0,1
1,13500,0,1,22000,2,5,0,1
1,1245000,1,1,22500,4,4,0,3
1,13500,0,1,27000,0,1,0,1
1,780000,1,2,49000,1,0,2,0
1,1905000,0,2,12500,2,3,1,3
1,13500,0,0,33001,1,3,2,1
1,855000,1,1,34000,2,3,2,0
0,13500,1,2,34000,4,5,2,1
1,918000,0,0,22000,4,4,0,0
1,13500,1,2,26000,3,3,0,1
1,835000,1,1,13000,2,2,1,0
0,782000,1,1,12001,1,4,1,0
1,795000,1,0,43000,3,3,2,0
1,13500,1,1,22000,4,1,0,1
0,389000,0,0,22000,2,3,0,2
0,600000,0,0,28001,1,1,2,2
1,1035000,0,1,16500,3,3,1,0
1,614000,1,1,25000,4,1,0,2
0,1055000,0,0,19500,2,5,0,0
1,1620000,1,1,16000,0,5,1,3
1,1480000,1,1,28001,1,6,2,3
1,13500,0,0,16000,4,5,1,1
1,980000,1,1,22000,1,4,0,0
0,13500,0,0,22000,2,3,0,1
1,2150000,1,0,38000,0,0,2,3
1,593000,0,0,45001,0,1,2,2
1,607000,1,1,54000,3,2,2,2
1,2150000,1,1,29001,1,3,2,3
1,600000,0,2,19000,2,3,1,2
1,355000,0,1,22000,3,4,0,1
0,607000,0,1,41000,4,5,2,2
0,13500,1,1,14000,2,0,1,1
0,13500,1,0,18000,3,5,1,1
1,672000,1,1,27000,3,1,0,2
1,1330000,0,0,18000,1,6,1,3
0,121000,1,1,20000,3,3,0,1
1,951000,1,0,43001,4,6,2,0
0,860000,0,1,17001,4,5,1,0
0,2000000,0,1,22000,1,4,0,3
1,365000,0,0,26001,3,2,0,1
1,13500,1,0,51000,2,2,2,1
1,13500,1,1,37000,2,4,2,1
1,13500,1,2,37000,1,6,2,1
1,1300000,0,1,21001,0,2,0,3
1,1100000,0,0,19001,3,1,1,0
0,1340000,0,1,22000,4,6,0,3
0,525000,1,1,25001,4,4,0,2
1,1655000,0,0,9500,3,4,1,3
1,372000,1,0,18000,3,4,1,2
1,13500,1,1,21000,2,6,0,1
1,1260000,1,0,20001,4,4,0,3
0,1290000,1,2,25001,4,6,0,3
1,642000,1,1,27001,0,4,2,2
0,480000,1,1,17001,3,5,1,2
1,605000,1,0,49001,1,6,2,2
1,1720000,0,0,12000,0,2,1,3
0,13500,1,1,20001,2,1,0,1
1,13500,0,1,53001,0,4,2,1
0,635000,0,1,23000,3,6,0,2
1,650000,1,0,26000,3,6,0,2
1,560000,1,1,27000,2,2,0,2
1,505000,0,1,46000,3,1,2,2
1,13500,0,1,45001,3,6,2,1
1,13500,0,1,32000,3,4,2,1
1,860000,1,2,21000,1,0,0,0
1,650000,0,1,10001,3,0,1,2
1,570500,1,2,43501,1,4,2,2
1,13500,0,1,19000,1,3,1,1
1,1320000,0,1,42000,1,3,2,3
1,533000,0,0,31000,3,1,2,2
1,605000,0,2,13001,1,0,1,2
0,327500,1,2,24500,1,0,0,1
0,720000,0,2,31000,3,4,2,0
1,13500,0,1,19001,2,3,1,1
1,13500,1,2,21000,2,6,0,1
1,1875000,1,1,22500,4,6,0,3
1,960000,0,1,36001,4,2,2,0
0,591000,0,1,39000,0,0,2,2
1,680000,1,2,43001,1,3,2,2
1,1005000,1,2,19500,1,5,0,0
1,725000,1,0,44000,1,2,2,0
1,13500,1,0,18000,2,2,1,1
1,978000,1,1,34000,4,2,2,0
1,585000,0,0,9000,2,2,1,2
1,625000,0,0,9000,3,6,1,2
1,725000,1,1,14001,0,4,1,0
0,665500,1,1,16501,3,0,1,2
1,760000,0,1,36000,2,3,2,0
1,740000,0,2,24000,4,1,0,0
1,1050000,0,1,31000,1,0,2,0
1,2020000,0,1,22000,0,4,0,3
0,13500,1,1,17000,3,6,1,1
1,1301000,0,2,28101,1,2,2,3
1,13500,1,2,24001,3,4,0,1
1,1010000,1,1,23000,1,1,0,0
1,1625000,1,1,14500,2,4,1,3
0,738000,0,1,20000,1,0,0,0
0,1365000,1,2,20500,2,6,0,3
1,941000,0,1,19001,1,0,1,0
1,867000,0,0,33000,1,0,2,0
1,818000,0,0,19000,4,5,1,0
1,1360000,1,2,12000,2,3,1,3
1,1400000,1,2,25000,3,4,0,3
1,937000,0,0,26001,3,2,0,0
0,955000,0,1,41000,3,5,2,0
1,1000000,1,2,11000,3,5,1,0
1,955000,0,2,19000,1,6,1,0
1,600000,1,2,21000,0,1,0,2
1,1055000,0,2,24500,4,4,0,0
1,13500,1,0,22000,1,3,0,1
1,280000,0,0,21000,3,2,0,1
1,470000,0,0,33000,1,1,2,2
1,463000,1,1,26001,4,3,0,2
1,13500,1,0,11000,4,0,1,1
1,586000,1,2,43000,4,3,2,2
1,1870000,0,1,36001,2,1,2,3
1,1815000,1,2,22500,1,4,0,3
1,13500,0,1,19000,3,2,1,1
0,1575000,0,0,31500,2,5,2,3
1,1352000,0,0,22201,1,0,0,3
1,13500,1,2,21001,3,0,0,1
1,13500,0,2,22001,0,5,0,1
1,13500,0,2,22000,2,1,0,1
1,13500,1,1,37001,1,0,2,1
1,735000,1,1,29000,3,3,2,0
0,1280000,0,0,26000,2,3,0,3
1,13500,1,1,21000,4,1,0,1
1,1950000,1,1,14000,3,5,1,3
0,462500,1,0,26500,3,3,0,2
1,602000,1,1,20001,2,6,0,2
1,440000,0,1,46000,0,5,2,2
1,690000,1,1,13000,2,4,1,2
1,13500,0,2,19000,4,3,1,1
1,13500,0,1,42000,3,1,2,1
1,13500,0,0,16001,4,4,1,1
1,13500,1,2,25000,3,5,0,1
0,512000,0,1,18000,1,4,1,2
0,13500,0,1,21000,1,5,0,1
1,1190000,1,0,18000,3,6,1,3
0,597000,1,1,17001,4,5,1,2
1,925000,0,2,19000,1,2,1,0
1,13500,0,1,27000,1,1,0,1
1,650000,0,1,19000,3,0,1,2
1,1100000,0,0,18000,1,1,1,0
0,461000,0,0,28001,2,3,2,2
1,13500,0,2,29000,4,3,2,1
1,505000,1,0,49000,0,0,2,2
1,580000,1,0,12000,3,4,1,2
1,725000,1,1,24000,3,0,0,0
0,1100000,1,2,25000,4,4,0,0
1,935000,0,1,45000,3,6,2,0
1,2300000,0,1,21000,1,4,0,3
0,13500,0,1,19000,1,4,1,1
1,630000,1,0,15000,3,6,1,2
1,2015000,0,2,19500,1,3,0,3
1,760000,0,1,18000,1,3,1,0
0,1135000,0,1,53500,1,3,2,3
1,13500,0,0,9000,1,2,1,1
1,454000,0,0,39000,4,1,2,2
1,2100000,1,1,14000,1,3,1,3
0,840000,1,1,29000,3,2,2,0
1,13500,1,2,34000,3,2,2,1
1,13500,1,1,14000,1,0,1,1
1,500000,0,1,46000,4,4,2,2
1,790000,1,1,21001,1,5,0,0
1,1350000,1,0,43000,4,2,2,3
1,1312000,0,2,12200,1,5,1,3
0,571000,1,0,29000,2,6,2,2
1,13500,1,2,22000,3,1,0,1
1,595000,0,1,46000,4,5,2,2
1,1051000,1,1,16101,1,3,1,0
1,1360000,0,0,23000,1,0,0,3
1,1060000,0,0,23000,1,4,0,0
1,860000,0,2,19000,4,6,1,0
1,13500,1,1,31000,3,5,2,1
1,550000,1,1,26000,0,4,0,2
1,825000,1,0,44000,1,3,2,0
0,13500,0,1,18000,3,5,1,1
1,1680000,1,0,18000,3,2,1,3
1,670000,1,1,54000,4,4,2,2
1,820000,0,1,10000,3,1,1,0
1,812000,0,1,20001,1,1,0,0
1,13500,1,2,24001,2,3,0,1
0,914000,0,1,22001,0,1,0,0
1,1268000,1,0,12801,3,6,1,3
1,623000,1,1,54001,4,2,2,2
0,590000,1,1,14000,1,2,1,2
0,566000,1,1,13000,1,1,1,2
0,508000,0,1,27000,3,2,0,2
1,639000,0,1,19000,3,6,1,2
1,1190000,0,1,26001,4,1,0,3
1,490000,1,1,12001,1,1,1,2
1,815000,1,1,12000,3,3,1,0
1,700000,1,1,24000,2,6,0,2
1,430000,1,2,12001,2,0,1,2
0,13500,0,2,14000,3,3,1,1
0,13500,0,1,19001,2,0,1,1
1,13500,0,1,15000,4,4,1,1
0,702000,0,0,26000,3,2,0,2
1,690000,0,2,22001,0,5,0,2
0,685000,0,1,53000,3,4,2,2
1,817500,1,0,17500,1,6,1,0
1,13500,0,2,22000,0,1,0,1
0,13500,1,2,14001,4,4,1,1
1,860000,1,0,36000,1,4,2,0
1,650000,0,0,31000,3,1,2,2
1,1395000,0,1,19501,2,2,0,3
1,1316000,0,2,21601,0,4,0,3
1,13500,1,0,25000,3,0,0,1
1,13500,1,1,19000,1,0,1,1
1,1091500,1,1,14150,3,3,1,0
1,13500,1,2,25000,1,4,0,1
1,13500,1,0,25000,4,1,0,1
0,743500,0,1,51500,4,6,2,0
1,797000,1,1,16000,0,1,1,0
1,13500,1,1,26001,0,0,0,1
1,590000,0,1,20001,1,3,0,2
1,965000,1,0,44001,3,0,2,0
1,13500,0,1,42001,1,5,2,1
1,13500,0,0,14000,3,1,1,1
1,13500,0,1,10001,3,1,1,1
0,13500,0,1,18000,0,2,1,1
1,13500,0,1,15001,1,0,1,1
1,970000,1,1,17001,1,6,1,0
1,876000,1,0,22000,0,4,0,0
1,13500,1,0,44000,2,3,2,1
1,13500,1,0,11000,2,1,1,1
1,603000,1,1,17000,0,2,1,2
1,2100000,0,2,19001,1,5,1,3
0,1150000,0,1,22001,3,4,0,3
1,757500,1,1,17500,2,6,1,0
1,2150000,0,1,25000,2,3,0,3
1,985000,0,1,25001,3,2,0,0
1,13500,1,2,29001,1,3,2,1
1,545000,1,2,49000,1,4,2,2
1,900000,1,1,16001,3,1,1,0
1,1768000,1,0,51800,1,4,2,3
1,752500,1,1,27500,2,1,2,0
1,1325500,1,0,34550,4,4,2,3
1,550000,0,0,9001,1,6,1,2
1,13500,0,1,31000,1,2,2,1
0,950000,1,0,27000,1,1,0,0
0,1300000,1,0,11000,4,3,1,3
1,13500,1,2,25000,0,6,0,1
1,13500,1,0,18001,3,0,1,1
1,700000,1,0,10000,2,6,1,2
1,1400000,0,0,45001,2,6,2,3
1,1280000,0,1,18000,1,2,1,3
1,305000,0,1,41000,1,1,2,1
0,1270000,0,1,12000,1,0,1,3
1,723000,1,1,24000,3,3,0,0
1,1300000,1,0,16001,3,0,1,3
0,1565000,0,1,22500,1,3,0,3
1,755000,0,2,24000,4,6,0,0
1,1303000,1,1,29300,1,4,2,3
0,610000,1,2,17000,1,3,1,2
1,2335000,1,1,28500,3,4,2,3
0,13500,0,1,22000,4,0,0,1
1,1550000,1,0,29001,2,4,2,3
1,1400000,0,0,19000,4,5,1,3
0,550000,1,0,18001,1,5,1,2
1,510000,1,1,26001,3,4,0,2
1,1540000,1,0,18001,3,3,1,3
1,631000,1,2,25000,3,5,0,2
1,1160000,0,1,21000,3,0,0,3
1,1211000,0,2,24100,4,5,0,3
1,13500,0,1,46000,4,6,2,1
1,520000,0,0,22001,2,6,0,2
0,820000,0,0,57001,4,6,2,0
0,500000,0,0,22000,4,6,0,2
1,1040000,1,2,12000,2,5,1,0
1,1060000,1,2,12000,4,4,1,0
0,920000,1,1,20000,2,1,0,0
1,1160000,0,1,18000,3,6,1,3
0,770000,0,1,25001,3,4,0,0
1,1360000,0,0,27000,0,1,0,3
1,13500,0,2,57001,3,2,2,1
1,850000,0,1,19000,3,2,1,0
1,672000,0,2,31001,1,5,2,2
1,990000,1,0,51000,2,3,2,0
1,13500,1,1,17000,0,1,1,1
1,855000,0,1,21001,1,5,0,0
1,1095000,0,1,42501,2,2,2,0
1,13500,0,2,19000,4,4,1,1
1,13500,0,1,26000,3,6,0,1
1,13500,0,1,41000,3,2,2,1
1,13500,0,1,15001,0,1,1,1
1,1110000,1,2,13000,1,0,1,3
1,13500,1,1,12001,1,6,1,1
1,940000,1,1,12000,1,6,1,0
1,1460000,0,0,26001,4,1,0,3
1,1135000,0,1,39500,3,0,2,3
1,950000,0,0,17001,1,5,1,0
1,370000,0,0,9000,3,5,1,2
1,1475000,1,0,22500,2,2,0,3
1,840000,1,1,15000,4,2,1,0
1,860000,1,1,22000,4,6,0,0
0,790000,1,1,14000,2,0,1,0
1,1430000,0,0,9001,3,1,1,3
1,1321000,1,1,22101,3,2,0,3
1,725000,1,2,13000,2,5,1,0
1,860000,0,1,18000,1,5,1,0
1,13500,1,2,21000,3,4,0,1
1,1365000,0,1,17500,4,3,1,3
1,13500,0,1,21000,1,2,0,1
1,1750000,1,1,54000,2,5,2,3
0,1035000,0,0,22500,3,1,0,0
1,790000,1,0,18000,1,3,1,0
1,852000,0,1,19000,2,5,1,0
1,836000,0,2,19000,1,0,1,0
1,590000,1,1,27000,2,0,0,2
1,1005000,1,0,49500,1,1,2,0
1,1381500,1,2,20150,2,5,0,3
1,665000,0,0,9000,3,1,1,2
1,960000,0,2,22001,0,4,0,0
1,1240000,1,1,14000,1,6,1,3
1,502500,0,1,36501,2,5,2,2
1,565000,0,2,23000,0,4,0,2
1,573000,0,0,26000,0,0,0,2
0,1390000,1,0,16001,0,3,1,3
1,13500,0,1,25000,3,2,0,1
0,13500,1,1,12000,1,6,1,1
0,690000,0,1,21001,0,4,0,2
1,600000,1,0,16000,0,4,1,2
1,610000,0,0,16000,2,6,1,2
1,2020000,0,1,36000,4,3,2,3
1,1080000,1,2,37001,3,6,2,0
1,13500,0,1,12000,3,4,1,1
1,950000,0,1,19000,2,5,1,0
1,1600000,0,0,27001,0,5,2,3
0,1895000,0,1,51501,4,3,2,3
1,779000,0,1,45000,4,3,2,0
0,807000,1,1,22000,1,0,0,0
1,650000,1,1,23000,1,4,0,2
1,531000,0,0,22001,0,3,0,2
1,380000,0,0,27000,2,6,0,2
1,700000,1,2,19000,4,3,1,2
1,810000,0,2,41000,4,6,2,0
1,927000,1,1,28001,3,5,2,0
1,2360000,1,2,37000,2,1,2,3
0,1450000,0,1,38001,4,6,2,3
0,13500,1,1,14000,4,4,1,1
1,491000,1,2,25001,3,0,0,2
1,1075000,0,1,20500,2,1,0,0
1,2236000,0,1,20600,1,1,0,3
1,13500,0,2,19000,4,0,1,1
0,1206000,1,2,25600,3,1,0,3
1,13500,0,1,20000,1,4,0,1
1,1750000,0,1,53001,3,6,2,3
0,1450000,0,0,16000,4,5,1,3
1,1155000,1,1,25500,1,6,0,3
1,13500,0,1,25000,0,6,0,1
0,783000,1,1,54000,3,1,2,0
1,895000,1,0,12000,2,0,1,0
1,13500,0,0,26000,3,4,0,1
0,550000,1,2,21001,3,1,0,2
1,365000,0,2,15000,0,2,1,1
1,1510000,1,0,53001,1,0,2,3
1,847000,1,1,17001,3,2,1,0
1,370000,0,0,16001,4,0,1,2
0,955000,0,2,21000,1,5,0,0
1,657000,1,1,14000,3,2,1,2
1,13500,0,0,26000,4,6,0,1
0,1285000,0,0,24500,3,3,0,3
1,13500,0,1,22000,2,5,0,1
1,1140000,0,1,27000,1,1,0,3
1,560000,1,0,36000,1,2,2,2
1,1360000,0,0,33000,1,0,2,3
1,1980000,0,1,28001,1,3,2,3
0,698000,0,0,33001,0,1,2,2
1,13500,0,0,19000,4,1,1,1
1,13500,0,0,39001,2,3,2,1
1,13500,1,0,49000,1,1,2,1
1,906000,0,1,26001,3,5,0,0
1,440000,1,2,29000,3,1,2,2
1,1850000,1,0,12000,2,5,1,3
1,13500,0,2,15001,4,4,1,1
1,2330000,0,1,35000,0,1,2,3
